sample_idx,beat,episode,file,database
26228,N,,cu01.csv,cudb
26358,N,,cu01.csv,cudb
26482,N,,cu01.csv,cudb
26611,N,,cu01.csv,cudb
26743,N,,cu01.csv,cudb
26770,+,(VF,cu01.csv,cudb
0,+,(N,cu02.csv,cudb
22,N,,cu02.csv,cudb
88,N,,cu02.csv,cudb
156,N,,cu02.csv,cudb
222,N,,cu02.csv,cudb
289,N,,cu02.csv,cudb
356,N,,cu02.csv,cudb
423,N,,cu02.csv,cudb
490,N,,cu02.csv,cudb
557,N,,cu02.csv,cudb
624,N,,cu02.csv,cudb
692,N,,cu02.csv,cudb
758,N,,cu02.csv,cudb
824,N,,cu02.csv,cudb
892,N,,cu02.csv,cudb
959,N,,cu02.csv,cudb
1026,N,,cu02.csv,cudb
1093,N,,cu02.csv,cudb
1160,N,,cu02.csv,cudb
1226,N,,cu02.csv,cudb
1292,N,,cu02.csv,cudb
1359,N,,cu02.csv,cudb
1426,N,,cu02.csv,cudb
1492,N,,cu02.csv,cudb
1558,N,,cu02.csv,cudb
1624,N,,cu02.csv,cudb
1691,N,,cu02.csv,cudb
1758,N,,cu02.csv,cudb
1826,N,,cu02.csv,cudb
1893,N,,cu02.csv,cudb
1960,N,,cu02.csv,cudb
2027,N,,cu02.csv,cudb
2094,N,,cu02.csv,cudb
2161,N,,cu02.csv,cudb
2228,N,,cu02.csv,cudb
2295,N,,cu02.csv,cudb
2361,N,,cu02.csv,cudb
2428,N,,cu02.csv,cudb
2494,N,,cu02.csv,cudb
2562,N,,cu02.csv,cudb
2629,N,,cu02.csv,cudb
2696,N,,cu02.csv,cudb
2763,N,,cu02.csv,cudb
2830,N,,cu02.csv,cudb
2897,N,,cu02.csv,cudb
2964,N,,cu02.csv,cudb
3031,N,,cu02.csv,cudb
3098,N,,cu02.csv,cudb
3164,N,,cu02.csv,cudb
3230,N,,cu02.csv,cudb
3297,N,,cu02.csv,cudb
3364,N,,cu02.csv,cudb
3432,N,,cu02.csv,cudb
3500,N,,cu02.csv,cudb
3567,N,,cu02.csv,cudb
3634,N,,cu02.csv,cudb
3702,N,,cu02.csv,cudb
3769,N,,cu02.csv,cudb
3837,N,,cu02.csv,cudb
3904,N,,cu02.csv,cudb
3970,N,,cu02.csv,cudb
4038,N,,cu02.csv,cudb
4105,N,,cu02.csv,cudb
4173,N,,cu02.csv,cudb
4240,N,,cu02.csv,cudb
4308,N,,cu02.csv,cudb
4375,N,,cu02.csv,cudb
4442,N,,cu02.csv,cudb
4509,N,,cu02.csv,cudb
4576,N,,cu02.csv,cudb
4643,N,,cu02.csv,cudb
4710,N,,cu02.csv,cudb
4776,N,,cu02.csv,cudb
4842,N,,cu02.csv,cudb
4910,N,,cu02.csv,cudb
4976,N,,cu02.csv,cudb
5044,N,,cu02.csv,cudb
5111,N,,cu02.csv,cudb
5178,N,,cu02.csv,cudb
5245,N,,cu02.csv,cudb
5312,N,,cu02.csv,cudb
5379,N,,cu02.csv,cudb
5446,N,,cu02.csv,cudb
5513,N,,cu02.csv,cudb
5580,N,,cu02.csv,cudb
5646,N,,cu02.csv,cudb
5714,N,,cu02.csv,cudb
5782,N,,cu02.csv,cudb
5849,N,,cu02.csv,cudb
5916,N,,cu02.csv,cudb
5984,N,,cu02.csv,cudb
6052,N,,cu02.csv,cudb
6120,N,,cu02.csv,cudb
6187,N,,cu02.csv,cudb
6254,N,,cu02.csv,cudb
6322,N,,cu02.csv,cudb
6388,N,,cu02.csv,cudb
6456,N,,cu02.csv,cudb
6524,N,,cu02.csv,cudb
6592,N,,cu02.csv,cudb
6660,N,,cu02.csv,cudb
6728,N,,cu02.csv,cudb
6800,N,,cu02.csv,cudb
6864,N,,cu02.csv,cudb
6932,N,,cu02.csv,cudb
7000,N,,cu02.csv,cudb
7052,~,NOISE,cu02.csv,cudb
7158,~,NOISE,cu02.csv,cudb
7195,N,,cu02.csv,cudb
7263,N,,cu02.csv,cudb
7332,N,,cu02.csv,cudb
7400,N,,cu02.csv,cudb
7470,N,,cu02.csv,cudb
7536,N,,cu02.csv,cudb
7604,N,,cu02.csv,cudb
7672,N,,cu02.csv,cudb
7740,N,,cu02.csv,cudb
7808,N,,cu02.csv,cudb
7856,N,,cu02.csv,cudb
7938,N,,cu02.csv,cudb
7984,N,,cu02.csv,cudb
8020,N,,cu02.csv,cudb
8080,N,,cu02.csv,cudb
8148,N,,cu02.csv,cudb
8216,N,,cu02.csv,cudb
8284,N,,cu02.csv,cudb
8320,N,,cu02.csv,cudb
8352,N,,cu02.csv,cudb
8420,N,,cu02.csv,cudb
8490,N,,cu02.csv,cudb
8557,N,,cu02.csv,cudb
8626,N,,cu02.csv,cudb
8694,N,,cu02.csv,cudb
8763,N,,cu02.csv,cudb
8828,N,,cu02.csv,cudb
8897,N,,cu02.csv,cudb
8966,N,,cu02.csv,cudb
9032,N,,cu02.csv,cudb
9099,N,,cu02.csv,cudb
9171,N,,cu02.csv,cudb
9239,N,,cu02.csv,cudb
9308,N,,cu02.csv,cudb
9376,N,,cu02.csv,cudb
9444,N,,cu02.csv,cudb
9512,N,,cu02.csv,cudb
9580,N,,cu02.csv,cudb
9648,N,,cu02.csv,cudb
9716,N,,cu02.csv,cudb
9786,N,,cu02.csv,cudb
9854,N,,cu02.csv,cudb
9921,N,,cu02.csv,cudb
9952,N,,cu02.csv,cudb
9990,N,,cu02.csv,cudb
10060,N,,cu02.csv,cudb
10128,N,,cu02.csv,cudb
10197,N,,cu02.csv,cudb
10266,N,,cu02.csv,cudb
10334,N,,cu02.csv,cudb
10402,N,,cu02.csv,cudb
10470,N,,cu02.csv,cudb
10540,N,,cu02.csv,cudb
10609,N,,cu02.csv,cudb
10678,N,,cu02.csv,cudb
10747,N,,cu02.csv,cudb
10816,N,,cu02.csv,cudb
10884,N,,cu02.csv,cudb
10954,N,,cu02.csv,cudb
11024,N,,cu02.csv,cudb
11092,N,,cu02.csv,cudb
11160,N,,cu02.csv,cudb
11228,N,,cu02.csv,cudb
11290,N,,cu02.csv,cudb
11367,N,,cu02.csv,cudb
11438,N,,cu02.csv,cudb
11508,N,,cu02.csv,cudb
11574,N,,cu02.csv,cudb
11646,N,,cu02.csv,cudb
11716,N,,cu02.csv,cudb
11779,N,,cu02.csv,cudb
11854,N,,cu02.csv,cudb
11923,N,,cu02.csv,cudb
11992,N,,cu02.csv,cudb
12062,N,,cu02.csv,cudb
12131,N,,cu02.csv,cudb
12200,N,,cu02.csv,cudb
12270,N,,cu02.csv,cudb
12340,N,,cu02.csv,cudb
12409,N,,cu02.csv,cudb
12478,N,,cu02.csv,cudb
12548,N,,cu02.csv,cudb
12618,N,,cu02.csv,cudb
12686,N,,cu02.csv,cudb
12756,N,,cu02.csv,cudb
12824,N,,cu02.csv,cudb
12894,N,,cu02.csv,cudb
12964,N,,cu02.csv,cudb
13034,N,,cu02.csv,cudb
13104,N,,cu02.csv,cudb
13173,N,,cu02.csv,cudb
13243,N,,cu02.csv,cudb
13312,N,,cu02.csv,cudb
13382,N,,cu02.csv,cudb
13452,N,,cu02.csv,cudb
13520,N,,cu02.csv,cudb
13589,N,,cu02.csv,cudb
13659,N,,cu02.csv,cudb
13729,N,,cu02.csv,cudb
13799,N,,cu02.csv,cudb
13869,N,,cu02.csv,cudb
13939,N,,cu02.csv,cudb
14009,N,,cu02.csv,cudb
14079,N,,cu02.csv,cudb
14149,N,,cu02.csv,cudb
14219,N,,cu02.csv,cudb
14288,N,,cu02.csv,cudb
14358,N,,cu02.csv,cudb
14427,N,,cu02.csv,cudb
14498,N,,cu02.csv,cudb
14568,N,,cu02.csv,cudb
14638,N,,cu02.csv,cudb
14708,N,,cu02.csv,cudb
14779,N,,cu02.csv,cudb
14849,N,,cu02.csv,cudb
14919,N,,cu02.csv,cudb
14990,N,,cu02.csv,cudb
15060,N,,cu02.csv,cudb
15129,N,,cu02.csv,cudb
15198,N,,cu02.csv,cudb
15268,N,,cu02.csv,cudb
15338,N,,cu02.csv,cudb
15409,N,,cu02.csv,cudb
15480,N,,cu02.csv,cudb
15550,N,,cu02.csv,cudb
15620,N,,cu02.csv,cudb
15690,N,,cu02.csv,cudb
15760,N,,cu02.csv,cudb
15830,N,,cu02.csv,cudb
15900,N,,cu02.csv,cudb
15970,N,,cu02.csv,cudb
16039,N,,cu02.csv,cudb
16110,N,,cu02.csv,cudb
16180,N,,cu02.csv,cudb
16250,N,,cu02.csv,cudb
16321,N,,cu02.csv,cudb
16391,N,,cu02.csv,cudb
16462,N,,cu02.csv,cudb
16532,N,,cu02.csv,cudb
16600,N,,cu02.csv,cudb
16658,N,,cu02.csv,cudb
16742,N,,cu02.csv,cudb
16810,N,,cu02.csv,cudb
16881,N,,cu02.csv,cudb
16952,N,,cu02.csv,cudb
17023,N,,cu02.csv,cudb
17094,N,,cu02.csv,cudb
17164,N,,cu02.csv,cudb
17235,N,,cu02.csv,cudb
17305,N,,cu02.csv,cudb
17376,N,,cu02.csv,cudb
17446,N,,cu02.csv,cudb
17516,N,,cu02.csv,cudb
17585,N,,cu02.csv,cudb
17655,N,,cu02.csv,cudb
17726,N,,cu02.csv,cudb
17796,N,,cu02.csv,cudb
17867,N,,cu02.csv,cudb
17938,N,,cu02.csv,cudb
18008,N,,cu02.csv,cudb
18078,N,,cu02.csv,cudb
18149,N,,cu02.csv,cudb
18220,N,,cu02.csv,cudb
18290,N,,cu02.csv,cudb
18360,N,,cu02.csv,cudb
18429,N,,cu02.csv,cudb
18500,N,,cu02.csv,cudb
18571,N,,cu02.csv,cudb
18642,N,,cu02.csv,cudb
18712,N,,cu02.csv,cudb
18779,N,,cu02.csv,cudb
18854,N,,cu02.csv,cudb
18924,N,,cu02.csv,cudb
18996,N,,cu02.csv,cudb
19066,N,,cu02.csv,cudb
19136,N,,cu02.csv,cudb
19206,N,,cu02.csv,cudb
19276,N,,cu02.csv,cudb
19348,N,,cu02.csv,cudb
19419,N,,cu02.csv,cudb
19490,N,,cu02.csv,cudb
19560,N,,cu02.csv,cudb
19631,N,,cu02.csv,cudb
19702,N,,cu02.csv,cudb
19772,N,,cu02.csv,cudb
19844,N,,cu02.csv,cudb
19914,N,,cu02.csv,cudb
19984,N,,cu02.csv,cudb
20054,N,,cu02.csv,cudb
20125,N,,cu02.csv,cudb
20196,N,,cu02.csv,cudb
20267,N,,cu02.csv,cudb
20338,N,,cu02.csv,cudb
20409,N,,cu02.csv,cudb
20480,N,,cu02.csv,cudb
20550,N,,cu02.csv,cudb
20622,N,,cu02.csv,cudb
20692,N,,cu02.csv,cudb
20762,N,,cu02.csv,cudb
20832,N,,cu02.csv,cudb
20904,N,,cu02.csv,cudb
20975,N,,cu02.csv,cudb
21046,N,,cu02.csv,cudb
21117,N,,cu02.csv,cudb
21188,N,,cu02.csv,cudb
21260,N,,cu02.csv,cudb
21330,N,,cu02.csv,cudb
21402,N,,cu02.csv,cudb
21472,N,,cu02.csv,cudb
21542,N,,cu02.csv,cudb
21612,N,,cu02.csv,cudb
21684,N,,cu02.csv,cudb
21755,N,,cu02.csv,cudb
21826,N,,cu02.csv,cudb
21890,N,,cu02.csv,cudb
21968,N,,cu02.csv,cudb
22040,N,,cu02.csv,cudb
22110,N,,cu02.csv,cudb
22182,N,,cu02.csv,cudb
22252,N,,cu02.csv,cudb
22322,N,,cu02.csv,cudb
22392,N,,cu02.csv,cudb
22462,N,,cu02.csv,cudb
22533,N,,cu02.csv,cudb
22604,N,,cu02.csv,cudb
22676,N,,cu02.csv,cudb
22746,N,,cu02.csv,cudb
22815,N,,cu02.csv,cudb
22887,N,,cu02.csv,cudb
22958,N,,cu02.csv,cudb
23028,N,,cu02.csv,cudb
23098,N,,cu02.csv,cudb
23168,N,,cu02.csv,cudb
23238,N,,cu02.csv,cudb
23308,N,,cu02.csv,cudb
23380,N,,cu02.csv,cudb
23450,N,,cu02.csv,cudb
23521,N,,cu02.csv,cudb
23592,N,,cu02.csv,cudb
23662,N,,cu02.csv,cudb
23734,N,,cu02.csv,cudb
23804,N,,cu02.csv,cudb
23874,N,,cu02.csv,cudb
23944,N,,cu02.csv,cudb
24014,N,,cu02.csv,cudb
24051,+,(VT,cu02.csv,cudb
24082,N,,cu02.csv,cudb
24152,N,,cu02.csv,cudb
24201,N,,cu02.csv,cudb
24246,+,(N,cu02.csv,cudb
24294,N,,cu02.csv,cudb
24370,N,,cu02.csv,cudb
24440,N,,cu02.csv,cudb
24512,N,,cu02.csv,cudb
24580,N,,cu02.csv,cudb
24614,+,(VT,cu02.csv,cudb
24644,N,,cu02.csv,cudb
24680,N,,cu02.csv,cudb
24718,N,,cu02.csv,cudb
24772,N,,cu02.csv,cudb
24830,N,,cu02.csv,cudb
24894,N,,cu02.csv,cudb
24958,N,,cu02.csv,cudb
24999,N,,cu02.csv,cudb
25034,N,,cu02.csv,cudb
25074,N,,cu02.csv,cudb
25111,N,,cu02.csv,cudb
25148,N,,cu02.csv,cudb
25186,N,,cu02.csv,cudb
25216,N,,cu02.csv,cudb
25252,N,,cu02.csv,cudb
25287,N,,cu02.csv,cudb
25314,N,,cu02.csv,cudb
25342,N,,cu02.csv,cudb
25377,N,,cu02.csv,cudb
25410,N,,cu02.csv,cudb
25446,N,,cu02.csv,cudb
25488,N,,cu02.csv,cudb
25528,N,,cu02.csv,cudb
25558,N,,cu02.csv,cudb
25592,N,,cu02.csv,cudb
25637,N,,cu02.csv,cudb
25668,N,,cu02.csv,cudb
25702,N,,cu02.csv,cudb
25748,N,,cu02.csv,cudb
25792,+,(N,cu02.csv,cudb
25837,N,,cu02.csv,cudb
25912,N,,cu02.csv,cudb
25982,N,,cu02.csv,cudb
26053,N,,cu02.csv,cudb
26124,N,,cu02.csv,cudb
26194,N,,cu02.csv,cudb
26264,N,,cu02.csv,cudb
26334,N,,cu02.csv,cudb
26404,N,,cu02.csv,cudb
26474,N,,cu02.csv,cudb
26544,N,,cu02.csv,cudb
26616,N,,cu02.csv,cudb
26690,N,,cu02.csv,cudb
26756,N,,cu02.csv,cudb
26827,N,,cu02.csv,cudb
26898,N,,cu02.csv,cudb
26968,N,,cu02.csv,cudb
27039,N,,cu02.csv,cudb
27110,N,,cu02.csv,cudb
27180,N,,cu02.csv,cudb
27240,N,,cu02.csv,cudb
27319,N,,cu02.csv,cudb
27392,N,,cu02.csv,cudb
27462,N,,cu02.csv,cudb
27534,N,,cu02.csv,cudb
27598,N,,cu02.csv,cudb
27674,N,,cu02.csv,cudb
27745,N,,cu02.csv,cudb
27816,N,,cu02.csv,cudb
27886,N,,cu02.csv,cudb
27956,N,,cu02.csv,cudb
28026,N,,cu02.csv,cudb
28096,N,,cu02.csv,cudb
28167,N,,cu02.csv,cudb
28236,N,,cu02.csv,cudb
28308,N,,cu02.csv,cudb
28379,N,,cu02.csv,cudb
28449,N,,cu02.csv,cudb
28520,N,,cu02.csv,cudb
28590,N,,cu02.csv,cudb
28660,N,,cu02.csv,cudb
28730,N,,cu02.csv,cudb
28800,N,,cu02.csv,cudb
28871,N,,cu02.csv,cudb
28942,N,,cu02.csv,cudb
29011,N,,cu02.csv,cudb
29080,N,,cu02.csv,cudb
29150,N,,cu02.csv,cudb
29222,N,,cu02.csv,cudb
29293,N,,cu02.csv,cudb
29364,N,,cu02.csv,cudb
29434,N,,cu02.csv,cudb
29506,N,,cu02.csv,cudb
29576,N,,cu02.csv,cudb
29646,N,,cu02.csv,cudb
29718,N,,cu02.csv,cudb
29788,N,,cu02.csv,cudb
29860,N,,cu02.csv,cudb
29930,N,,cu02.csv,cudb
30002,N,,cu02.csv,cudb
30064,N,,cu02.csv,cudb
30142,N,,cu02.csv,cudb
30214,N,,cu02.csv,cudb
30285,N,,cu02.csv,cudb
30357,N,,cu02.csv,cudb
30429,N,,cu02.csv,cudb
30500,N,,cu02.csv,cudb
30572,N,,cu02.csv,cudb
30643,N,,cu02.csv,cudb
30714,N,,cu02.csv,cudb
30786,N,,cu02.csv,cudb
30857,N,,cu02.csv,cudb
30928,N,,cu02.csv,cudb
31000,N,,cu02.csv,cudb
31071,N,,cu02.csv,cudb
31142,N,,cu02.csv,cudb
31214,N,,cu02.csv,cudb
31284,N,,cu02.csv,cudb
31355,N,,cu02.csv,cudb
31426,N,,cu02.csv,cudb
31498,N,,cu02.csv,cudb
31570,N,,cu02.csv,cudb
31642,N,,cu02.csv,cudb
31719,N,,cu02.csv,cudb
31784,N,,cu02.csv,cudb
31856,N,,cu02.csv,cudb
31927,N,,cu02.csv,cudb
31998,N,,cu02.csv,cudb
32070,N,,cu02.csv,cudb
32141,N,,cu02.csv,cudb
32212,N,,cu02.csv,cudb
32284,N,,cu02.csv,cudb
32354,N,,cu02.csv,cudb
32424,N,,cu02.csv,cudb
32494,N,,cu02.csv,cudb
32566,N,,cu02.csv,cudb
32637,N,,cu02.csv,cudb
32708,N,,cu02.csv,cudb
32779,N,,cu02.csv,cudb
32816,N,,cu02.csv,cudb
32850,N,,cu02.csv,cudb
32921,N,,cu02.csv,cudb
32992,N,,cu02.csv,cudb
33062,N,,cu02.csv,cudb
33107,~,NOISE,cu02.csv,cudb
33246,~,NOISE,cu02.csv,cudb
33276,N,,cu02.csv,cudb
33346,N,,cu02.csv,cudb
33414,N,,cu02.csv,cudb
33484,N,,cu02.csv,cudb
33554,N,,cu02.csv,cudb
33624,N,,cu02.csv,cudb
33694,N,,cu02.csv,cudb
33763,N,,cu02.csv,cudb
33833,N,,cu02.csv,cudb
33902,N,,cu02.csv,cudb
33972,N,,cu02.csv,cudb
34042,N,,cu02.csv,cudb
34112,N,,cu02.csv,cudb
34182,N,,cu02.csv,cudb
34252,N,,cu02.csv,cudb
34322,N,,cu02.csv,cudb
34392,N,,cu02.csv,cudb
34461,N,,cu02.csv,cudb
34530,N,,cu02.csv,cudb
34603,N,,cu02.csv,cudb
34674,N,,cu02.csv,cudb
34744,N,,cu02.csv,cudb
34814,N,,cu02.csv,cudb
34884,N,,cu02.csv,cudb
34956,N,,cu02.csv,cudb
35027,N,,cu02.csv,cudb
35098,N,,cu02.csv,cudb
35168,N,,cu02.csv,cudb
35239,N,,cu02.csv,cudb
35310,N,,cu02.csv,cudb
35380,N,,cu02.csv,cudb
35450,N,,cu02.csv,cudb
35522,N,,cu02.csv,cudb
35593,N,,cu02.csv,cudb
35664,N,,cu02.csv,cudb
35736,N,,cu02.csv,cudb
35806,N,,cu02.csv,cudb
35878,N,,cu02.csv,cudb
35948,N,,cu02.csv,cudb
36019,N,,cu02.csv,cudb
36090,N,,cu02.csv,cudb
36160,N,,cu02.csv,cudb
36230,N,,cu02.csv,cudb
36300,N,,cu02.csv,cudb
36370,N,,cu02.csv,cudb
36442,N,,cu02.csv,cudb
36512,N,,cu02.csv,cudb
36584,N,,cu02.csv,cudb
36655,N,,cu02.csv,cudb
36726,N,,cu02.csv,cudb
36797,N,,cu02.csv,cudb
36868,N,,cu02.csv,cudb
36938,N,,cu02.csv,cudb
37012,N,,cu02.csv,cudb
37078,N,,cu02.csv,cudb
37150,N,,cu02.csv,cudb
37220,N,,cu02.csv,cudb
37292,N,,cu02.csv,cudb
37364,N,,cu02.csv,cudb
37435,N,,cu02.csv,cudb
37507,N,,cu02.csv,cudb
37578,N,,cu02.csv,cudb
37643,N,,cu02.csv,cudb
37720,N,,cu02.csv,cudb
37792,N,,cu02.csv,cudb
37864,N,,cu02.csv,cudb
37935,N,,cu02.csv,cudb
38006,N,,cu02.csv,cudb
38077,N,,cu02.csv,cudb
38148,N,,cu02.csv,cudb
38218,N,,cu02.csv,cudb
38288,N,,cu02.csv,cudb
38362,N,,cu02.csv,cudb
38434,N,,cu02.csv,cudb
38505,N,,cu02.csv,cudb
38578,N,,cu02.csv,cudb
38648,N,,cu02.csv,cudb
38720,N,,cu02.csv,cudb
38791,N,,cu02.csv,cudb
38862,N,,cu02.csv,cudb
38934,N,,cu02.csv,cudb
39008,N,,cu02.csv,cudb
39075,N,,cu02.csv,cudb
39146,N,,cu02.csv,cudb
39219,N,,cu02.csv,cudb
39292,N,,cu02.csv,cudb
39364,N,,cu02.csv,cudb
39434,N,,cu02.csv,cudb
39508,N,,cu02.csv,cudb
39580,N,,cu02.csv,cudb
39652,N,,cu02.csv,cudb
39723,N,,cu02.csv,cudb
39795,N,,cu02.csv,cudb
39867,N,,cu02.csv,cudb
39938,N,,cu02.csv,cudb
40010,N,,cu02.csv,cudb
40080,N,,cu02.csv,cudb
40152,N,,cu02.csv,cudb
40224,N,,cu02.csv,cudb
40296,N,,cu02.csv,cudb
40368,N,,cu02.csv,cudb
40440,N,,cu02.csv,cudb
40510,N,,cu02.csv,cudb
40584,N,,cu02.csv,cudb
40656,N,,cu02.csv,cudb
40728,N,,cu02.csv,cudb
40799,N,,cu02.csv,cudb
40870,N,,cu02.csv,cudb
40942,N,,cu02.csv,cudb
41012,N,,cu02.csv,cudb
41084,N,,cu02.csv,cudb
41156,N,,cu02.csv,cudb
41228,N,,cu02.csv,cudb
41299,N,,cu02.csv,cudb
41371,N,,cu02.csv,cudb
41442,N,,cu02.csv,cudb
